"Well_Number","Well_Status","NR_Area","NR_Subarea","Location","Location_Long","Latitude","Longitude","Aquifer_ID","Aquifer_Subtype","Aquifer_Type","Hydraulic_Connectivity","Report","Start_Year","End_Year","N_Years","Start_WaterYear","End_WaterYear","N_WaterYears","Start_Year_Monthly","End_Year_Monthly","N_Years_Monthly","Start_WaterYear_Monthly","End_WaterYear_Monthly","N_WaterYears_Monthly","Start_Year_Continuous","End_Year_Continuous","N_Years_Continuous","Start_WaterYear_Continuous","End_WaterYear_Continuous","N_WaterYears_Continuous"
"OW268","Active","West Coast Region","Comox Valley Regional District","Denman Island","Denman Island (Denman Road)",502816.6601,1089165.0448,740,"5a","Sedimentary","Not Likely",TRUE,1981,2022,42,1981,2022,42,1981,2003,23,1981,2003,23,2003,2022,20,2003,2022,20
"OW332","Active","South Natural Resource Area","Similkameen","Oliver","Oliver (87TH ST.)",479265.3649,1469124.3072,254,"1a","Unconfined sand and gravel","Likely",TRUE,1997,2022,24,1997,2022,24,1997,2004,8,1997,2004,8,2004,2022,17,2004,2022,17
"OW331","Inactive",NA,NA,NA,NA,493205.1267,1093663.467,416,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW494","Active","South Natural Resource Area","Thompson-Nicola","Merritt","Merritt (Airport Road-Cascades Dist. Compound)",581670.7538,1375255.381,1168,"4b","Confined sand and gravel","Not Likely",TRUE,2019,2022,4,2019,2022,4,NA,NA,NA,NA,NA,NA,2019,2022,4,2019,2022,4
"OW394","Active","West Coast Region","Regional District of Nanaimo","Nanoose","Nanoose (Nuttal Dr.)",477750.1175,1131640.8349,218,"5a","Sedimentary","Not Likely",TRUE,2012,2021,10,2012,2022,11,NA,NA,NA,NA,NA,NA,2012,2021,10,2012,2022,11
"OW396","Active","West Coast Region","Regional District of Nanaimo","Nanoose","Nanoose (Ballenas Rd.)",477718.621,1128856.3984,219,"4b","Confined sand and gravel","Not Likely",TRUE,2012,2022,11,2012,2022,11,NA,NA,NA,NA,NA,NA,2012,2022,11,2012,2022,11
"OW336","Inactive",NA,NA,NA,NA,462450.6786,1293256.6475,8,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW342","Inactive",NA,NA,NA,NA,998148.239,1208550.5124,92,"1b","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW345","Active","West Coast Region","Cowichan Valley Regional District","Cobble Hill","Cobble Hill (Arbutus Ridge)",411003.0522,1180469.3507,197,"4b","Confined sand and gravel","Not Likely",TRUE,1999,2021,23,2000,2022,23,1999,2003,5,2000,2003,4,2003,2021,19,2003,2022,20
"OW335","Inactive",NA,NA,NA,NA,452515.3248,1287961.5924,20,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW340","Active","West Coast Region","Regional District of Nanaimo","Lantzville","Lantzville (Valmar Road)",471998.9363,1136504.4516,215,"4b","Confined sand and gravel","Not Likely",TRUE,1999,2022,24,1999,2022,24,1999,2003,5,1999,2003,5,2003,2022,20,2004,2022,19
"OW334","Inactive",NA,NA,NA,NA,401466.913,1188414.1031,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW337","Active","West Coast Region","Regional District of Nanaimo","Ladysmith","Ladysmith (Woodley Range)",449174.886,1158918.398,162,"5a","Sedimentary","Not Likely",TRUE,1998,2021,24,1998,2022,25,1998,2003,6,1998,2004,7,2003,2021,19,2004,2022,19
"OW447","Active","South Coast Region","Lower Mainland / Fraser Valley","Surrey","Surrey (Tynehead Park)",468567.8375,1236854.0394,61,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW422","Active","South Natural Resource Area","Thompson-Nicola","Logan Lake","Logan Lake (Pikes Road South Of Chartrand Creek)",621451.452,1366443.6654,822,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW347","Inactive",NA,NA,NA,NA,890521.8055,1237842.849,117,"4a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW348","Inactive",NA,NA,NA,NA,487769.0473,1469161.6838,255,"1a","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW368","Inactive",NA,NA,NA,NA,540558.2244,1052914.8178,411,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW369","Active","West Coast Region","Comox Valley Regional District","Oyster R. Unconsolidated","Oyster R. Unconsolidated",540528.0939,1052915.7063,NA,NA,NA,NA,TRUE,2006,2022,17,2006,2022,17,NA,NA,NA,NA,NA,NA,2006,2022,17,2006,2022,17
"OW370","Inactive",NA,NA,NA,NA,508139.9957,1080163.4567,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW372","Active","West Coast Region","Capital Regional District","Gowlland Tod Park","Gowlland Tod Park",391646.2238,1182624.2983,680,"6b","Crystalline bedrock","Not Likely",TRUE,2007,2022,16,2007,2022,16,NA,NA,NA,NA,NA,NA,2007,2022,16,2007,2022,16
"OW371","Active","West Coast Region","Comox Valley Regional District","T'sable River","T'sable River (Hwy 19a)",500960.7042,1084067.6976,415,"2","Unconfined sand and gravel","Likely",TRUE,2006,2022,17,2006,2022,17,NA,NA,NA,NA,NA,NA,2006,2022,17,2006,2022,17
"OW351","Active","West Coast Region","Comox Valley Regional District","Comox","Comox (Greenwood Rd.)",522923.4561,1077191.1122,408,"4a","Unconfined sand and gravel","Likely",TRUE,2001,2021,21,2002,2021,20,2001,2003,3,2002,2003,2,2003,2021,19,2003,2021,19
"OW356","Active","South Natural Resource Area","Central Okanagan","Winfield","Winfield (Jim Bailey Rd.)",576815.22,1473004.3607,344,"4b","Confined sand and gravel","Not Likely",TRUE,2004,2022,19,2004,2022,19,NA,NA,NA,NA,NA,NA,2004,2022,19,2004,2022,19
"OW355","Active","West Coast Region","Cowichan Valley Regional District","Chemainus","Chemainus (Mt Sicker Rd.)",431456.7426,1168667.9709,172,"1b","Unconfined sand and gravel","Likely",TRUE,2004,2022,19,2004,2022,19,NA,NA,NA,NA,NA,NA,2004,2022,19,2004,2022,19
"OW350","Inactive",NA,NA,NA,NA,406496.7683,1179834.5549,203,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW349","Active","South Coast Region","Lower Mainland / Fraser Valley","Belcarra","Belcarra (3400-Block Main Ave)",483161.3758,1225323.1513,68,"6b","Crystalline bedrock","Not Likely",TRUE,2001,2021,19,2001,2022,20,2001,2003,3,2001,2003,3,2003,2021,17,2003,2022,18
"OW253","Inactive",NA,NA,NA,NA,405024.7792,1188425.1629,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW254","Inactive",NA,NA,NA,NA,406812.0269,1188149.4396,608,"6b","Crystalline bedrock","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW339","Inactive",NA,NA,NA,NA,929525.0618,613861.7852,1223,"3","Unconfined sand and gravel","Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW144","Inactive",NA,NA,NA,NA,566629.4439,1747834.9421,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW143","Inactive",NA,NA,NA,NA,503899.6346,1685288.9597,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW359","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (3364 240 St)",455695.2337,1251657.2369,33,"4b","Confined sand and gravel","Not Likely",TRUE,2004,2022,19,2004,2022,19,NA,NA,NA,NA,NA,NA,2004,2022,19,2004,2022,19
"OW357","Active","South Coast Region","Lower Mainland / Fraser Valley","Abbotsford","Abbotsford (30244 Taylor Rd)",462514.7648,1263915.2751,29,"4b","Confined sand and gravel","Not Likely",TRUE,2004,2021,18,2004,2021,18,NA,NA,NA,NA,NA,NA,2004,2021,18,2004,2021,18
"OW354","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (238 St Near 50 Ave)",459159.3425,1251082.4451,35,"4a","Unconfined sand and gravel","Likely",TRUE,2004,2022,19,2005,2022,18,NA,NA,NA,NA,NA,NA,2004,2022,19,2005,2022,18
"OW353","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (196 St Near 36 Ave)",455789.3497,1242805.8949,41,"4a","Unconfined sand and gravel","Likely",TRUE,2004,2022,19,2004,2022,19,NA,NA,NA,NA,NA,NA,2004,2022,19,2004,2022,19
"OW352","Active","South Coast Region","Sea-to-Sky Corridor","Whistler","Whistler (Lakeshore Dr)",576459.7717,1219538.2347,390,"1b","Unconfined sand and gravel","Likely",TRUE,2003,2021,18,2004,2021,17,NA,NA,NA,NA,NA,NA,2003,2021,18,2004,2021,17
"OW361","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (Aldergrove 26b Ave)",454701.3464,1258744.2083,27,"4c","Confined sand and gravel","Not Likely",TRUE,2005,2022,15,2005,2022,15,NA,NA,NA,NA,NA,NA,2005,2022,15,2005,2022,15
"OW362","Active","South Natural Resource Area","East Kootenay","Jaffray","Jaffray (Jaffray-Baynes Lake Rd)",542467.9741,1774532.327,521,"4a","Unconfined sand and gravel","Likely",TRUE,2005,2022,18,2005,2022,18,NA,NA,NA,NA,NA,NA,2005,2022,18,2005,2022,18
"OW363","Active","South Natural Resource Area","East Kootenay","Wasa","Wasa (Hwy 93)",583881.436,1735777.3445,540,"1b","Unconfined sand and gravel","Likely",TRUE,2005,2022,18,2005,2022,18,NA,NA,NA,NA,NA,NA,2005,2022,18,2005,2022,18
"OW364","Active","South Natural Resource Area","Cariboo","Quesnel - 2 Mile Flats","Quesnel - 2 Mile Flats (Pinecrest Road)",894142.8958,1233586.3952,370,"1b","Unconfined sand and gravel","Likely",TRUE,2006,2022,17,2007,2022,16,NA,NA,NA,NA,NA,NA,2006,2022,17,2007,2022,16
"OW360","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (2145 200 St.)",452886.3474,1243571.6379,41,"4a","Unconfined sand and gravel","Likely",TRUE,2004,2022,19,2005,2022,18,NA,NA,NA,NA,NA,NA,2004,2022,19,2005,2022,18
"OW388","Active","West Coast Region","Regional District of Nanaimo","Nanaimo","Nanaimo (Benson Meadows Park)",464303.0905,1143342.8751,211,"6b","Crystalline bedrock","Not Likely",TRUE,2010,2022,13,2010,2022,13,NA,NA,NA,NA,NA,NA,2010,2022,13,2010,2022,13
"OW373","Active","West Coast Region","Capital Regional District","Salt Spring Island","Salt Spring Island (Mt Belcher Heights)",427934.9825,1182969.2943,722,"5a","Sedimentary","Not Likely",TRUE,2006,2022,17,2006,2022,17,NA,NA,NA,NA,NA,NA,2006,2022,17,2006,2022,17
"OW375","Active","South Natural Resource Area","Thompson-Nicola","Blue River","Blue River (Murtle Lake Road)",811028.194,1456458.4973,825,"4a","Unconfined sand and gravel","Likely",TRUE,2006,2022,17,2006,2022,17,NA,NA,NA,NA,NA,NA,2006,2022,17,2006,2022,17
"OW365","Active","South Natural Resource Area","Columbia-Shuswap","Shuswap Lake Park Deep","Shuswap Lake Park Deep (Squilax -Anglemont Road)",676632.4443,1460177.2788,229,"2","Unconfined sand and gravel","Likely",TRUE,2006,2022,17,2006,2022,17,NA,NA,NA,NA,NA,NA,2006,2022,17,2006,2022,17
"OW367","Inactive",NA,NA,NA,NA,528202.875,1452729.5091,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW366","Active",NA,NA,NA,NA,527908.9029,1452626.248,299,"4b","Confined sand and gravel","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW374","Active","South Natural Resource Area","Cariboo","108 Mile Subdivision","108 Mile Subdivision",758911.7009,1318479.8006,131,"4b","Confined sand and gravel","Not Likely",TRUE,2007,2022,16,2007,2022,16,NA,NA,NA,NA,NA,NA,2007,2022,16,2007,2022,16
"OW378","Active","North Natural Resource Area","Omineca","Prince George","Prince George (at 5th and Ospika)",995450.8463,1210074.9623,92,"1b","Unconfined sand and gravel","Likely",TRUE,2007,2022,16,2007,2022,16,NA,NA,NA,NA,NA,NA,2007,2022,16,2007,2022,16
"OW381","Active","South Natural Resource Area","Columbia-Shuswap","Grindrod Hwy","Grindrod Hwy (Salmon Arm - 97b)",649455.2118,1479694.4049,108,"4a","Unconfined sand and gravel","Likely",TRUE,2008,2021,14,2008,2021,14,NA,NA,NA,NA,NA,NA,2008,2021,14,2008,2021,14
"OW464","Active","South Natural Resource Area","Columbia-Shuswap","Grindrod Hwy","Grindrod Hwy (Salmon Arm - 97b)",649454.2321,1479679.5899,109,"4b","Confined sand and gravel","Not Likely",TRUE,2007,2021,15,2008,2021,14,NA,NA,NA,NA,NA,NA,2007,2021,15,2008,2021,14
"OW383","Active","West Coast Region","Strathcona Regional District","Quadra Island","Quadra Island (Heriot Bay Rd.)",560300.9977,1058064.6868,751,"4a","Unconfined sand and gravel","Likely",TRUE,2008,2021,14,2008,2021,14,NA,NA,NA,NA,NA,NA,2008,2021,14,2008,2021,14
"OW384","Active","South Natural Resource Area","North Okanagan","Armstrong Spallumcheen","Armstrong (Schubert Rd.) Spallumcheen",632480.9896,1480593.609,102,"4b","Confined sand and gravel","Not Likely",TRUE,2008,2022,15,2008,2022,15,NA,NA,NA,NA,NA,NA,2008,2022,15,2008,2022,15
"OW395","Active","West Coast Region","Regional District of Nanaimo","Nanoose","Nanoose (River's Edge Dr.)",475292.1974,1125203.989,219,"4b","Confined sand and gravel","Not Likely",TRUE,2012,2021,10,2012,2021,10,NA,NA,NA,NA,NA,NA,2012,2021,10,2012,2021,10
"OW377","Active","North Natural Resource Area","Skeena","Smithers","Smithers",1085699.2598,926640.644,585,"4b","Confined sand and gravel","Not Likely",TRUE,2008,2022,15,2009,2022,14,NA,NA,NA,NA,NA,NA,2008,2022,15,2009,2022,14
"OW382","Inactive",NA,NA,NA,NA,582461.0408,1361959.7212,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW387","Active","South Natural Resource Area","Similkameen","Penticton Creek Watershed","Penticton Creek Watershed",539386.0276,1477349.3605,NA,NA,NA,NA,TRUE,2008,2022,13,2009,2022,11,NA,NA,NA,NA,NA,NA,2008,2022,13,2009,2022,11
"OW389","Active","West Coast Region","Regional District of Nanaimo","Qualicum Beach","Qualicum Beach (W. Island Hwy)",483812.8603,1110789.9577,664,"1c","Unconfined sand and gravel","Likely",TRUE,2010,2022,13,2010,2022,13,NA,NA,NA,NA,NA,NA,2010,2022,13,2010,2022,13
"OW406","Active","South Coast Region","Lower Mainland / Fraser Valley","Chilliwack","Chilliwack",464585.1638,1294072.131,8,"3","Unconfined sand and gravel","Likely",TRUE,2010,2022,13,2011,2022,12,NA,NA,NA,NA,NA,NA,2010,2022,13,2011,2022,12
"OW385","Active","West Coast Region","Regional District of Nanaimo","Gabriola Island","Gabriola Island (Horseshoe Rd.)",465136.8645,1158574.2269,709,"5a","Sedimentary","Not Likely",TRUE,2010,2022,13,2010,2022,13,NA,NA,NA,NA,NA,NA,2010,2022,13,2010,2022,13
"OW386","Active","North Natural Resource Area","Skeena","Houston","Houston",1044425.2507,957481.2117,659,"1a","Unconfined sand and gravel","Likely",TRUE,2002,2022,14,2002,2022,13,2002,2002,1,2002,2002,1,2010,2022,13,2011,2022,12
"OW401","Active","South Natural Resource Area","Similkameen","Osoyoos","Osoyoos (Bullmoose Rd)",467988.8174,1485267.0375,808,"6b","Crystalline bedrock","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW402","Active","South Natural Resource Area","Similkameen","Osoyoos","Osoyoos (Anarchist Mtn Summit)",468881.9318,1486383.9915,936,"6b","Crystalline bedrock","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW414","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (244 St & 35 Ave - Shallow)",456054.1984,1252519.5058,1144,"4c","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2012,2022,11,NA,NA,NA,NA,NA,NA,2011,2022,12,2012,2022,11
"OW415","Active","South Coast Region","Lower Mainland / Fraser Valley","Langley","Langley (244 St & 35 Ave - Deep)",456054.1984,1252519.5058,33,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2012,2022,11,NA,NA,NA,NA,NA,NA,2011,2022,12,2012,2022,11
"OW411","Active","South Natural Resource Area","Central Okanagan","West Kelowna","West Kelowna (Gill Rd)",555863.174,1453677.8139,304,"5a","Sedimentary","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW410","Active","South Natural Resource Area","Central Okanagan","Joe Riche","Joe Riche (Goudie Rd)",563630.3768,1484149.4858,473,"6b","Crystalline bedrock","Not Likely",TRUE,2012,2022,11,2012,2022,11,2012,2012,1,2012,2012,1,2012,2022,11,2013,2022,10
"OW474","Active","South Coast Region","Lower Mainland / Fraser Valley","Miracle Valley","Miracle Valley (Burns Rd)",476084.6893,1274216.8077,25,"4b","Confined sand and gravel","Not Likely",TRUE,2018,2022,5,2018,2022,5,NA,NA,NA,NA,NA,NA,2018,2022,5,2018,2022,5
"OW423","Active","South Natural Resource Area","Thompson-Nicola","Hat Creek","Hat Creek (Aq 133 1c Confluence Of Bonaparte R & Hat Cr)",662855.9855,1322893.8873,133,"4b","Confined sand and gravel","Not Likely",TRUE,2012,2022,11,2012,2022,11,NA,NA,NA,NA,NA,NA,2012,2022,11,2012,2022,11
"OW400","Active","South Natural Resource Area","Thompson-Nicola","Hat Creek","Hat Creek (Aq 134 1a Near Confluence Bonaparte R & Hat Cr)",662856.4346,1322893.9285,134,"1c","Unconfined sand and gravel","Likely",TRUE,2012,2022,11,2012,2022,11,NA,NA,NA,NA,NA,NA,2012,2022,11,2012,2022,11
"OW392","Active","West Coast Region","Regional District of Nanaimo","Nanoose","Nanoose (Dawson Rd Deep)",475097.2832,1127903.4889,1098,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW393","Active","West Coast Region","Regional District of Nanaimo","Nanoose","Nanoose (Dawson Rd Shallow)",475097.2832,1127903.4889,219,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW391","Active","West Coast Region","Regional District of Nanaimo","Little Qualicum","Little Qualicum (Meadowood Way)",480341.8101,1104745.8791,662,"4b","Confined sand and gravel","Not Likely",TRUE,2011,2021,11,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2021,11,2011,2022,12
"OW409","Active","South Natural Resource Area","North Okanagan","Spallumcheen","Spallumcheen (Schubert Rd)",633542.6233,1479505.0954,103,"4a","Unconfined sand and gravel","Likely",TRUE,2012,2022,11,2012,2022,11,NA,NA,NA,NA,NA,NA,2012,2022,11,2012,2022,11
"OW405","Active","South Natural Resource Area","Similkameen","Oliver","Oliver (101 St & 338 Ave)",482784.2444,1469189.4819,256,"3","Unconfined sand and gravel","Likely",TRUE,2011,2022,10,2011,2022,11,NA,NA,NA,NA,NA,NA,2011,2022,10,2011,2022,11
"OW407","Active","South Natural Resource Area","Similkameen","Oliver","Oliver (Tuc-El-Nuit Rd)",488100.2715,1470375.1963,255,"1a","Unconfined sand and gravel","Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW404","Active","South Natural Resource Area","Similkameen","Twin Lakes","Twin Lakes (Eastview Rd)",497964.0505,1455753.9282,260,"6b","Crystalline bedrock","Not Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW403","Active","South Natural Resource Area","Similkameen","Twin Lakes","Twin Lakes (Twin Lakes Rd)",499527.7196,1456013.0824,261,"4a","Unconfined sand and gravel","Likely",TRUE,2011,2022,12,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2022,12,2011,2022,12
"OW390","Active","West Coast Region","Regional District of Nanaimo","Cedar","Cedar (Holden-Corso Rd)",457092.0994,1159086.8673,162,"5a","Sedimentary","Not Likely",TRUE,2011,2021,11,2011,2022,12,NA,NA,NA,NA,NA,NA,2011,2021,11,2011,2022,12
"OW416","Active","North Natural Resource Area","Northeast","Dawson Creek Area / Groundbirch","Dawson Creek Area / Groundbirch (Lineham RD AND 275 RD)",1214490.4825,1313847.4856,591,"5a","Sedimentary","Not Likely",TRUE,2013,2022,10,2014,2022,9,NA,NA,NA,NA,NA,NA,2013,2022,10,2014,2022,9
"OW417","Active","North Natural Resource Area","Northeast","Dawson Creek Area / Groundbirch","Dawson Creek Area / Groundbirch (267 RD AND 214 RD)",1215856.2985,1320313.2403,591,"5a","Sedimentary","Not Likely",TRUE,2012,2022,11,2013,2022,10,NA,NA,NA,NA,NA,NA,2012,2022,11,2013,2022,10
"OW418","Active","North Natural Resource Area","Northeast","Dawson Creek Area / Farmington","Dawson Creek Area / Farmington (235 Rd And Sweetwater Rd)",1226348.879,1345680.8436,593,"5a","Sedimentary","Not Likely",TRUE,2012,2021,9,2013,2021,8,NA,NA,NA,NA,NA,NA,2012,2021,9,2013,2021,8
"OW419","Active",NA,NA,NA,NA,1225260.0437,1360360.4431,593,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW420","Active","North Natural Resource Area","Northeast","Dawson Creek Area","Dawson Creek Area (229 Rd And 212 Rd)",1215525.1557,1351130.2971,593,"5a","Sedimentary","Not Likely",TRUE,2012,2022,11,2013,2022,10,NA,NA,NA,NA,NA,NA,2012,2022,11,2013,2022,10
"OW421","Inactive",NA,NA,NA,NA,1206560.8201,1316091.1484,591,"5a","Sedimentary","Not Likely",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OW448","Active","South Coast Region","Lower Mainland / Fraser Valley","Agassiz","Agassiz (Wilson Road)",478915.6938,1307014.2648,4,"1a","Unconfined sand and gravel","Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW449","Active","South Coast Region","Lower Mainland / Fraser Valley","Agassiz","Agassiz (Morrow Road)",478063.2882,1309789.4672,4,"1a","Unconfined sand and gravel","Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW433","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Garden Rd. E. Deep)",481982.4662,1115901.1708,217,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW434","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Garden Rd. E. Shallow)",481967.6778,1115836.7589,217,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW425","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Spider Lake Rd. Deep)",484121.6764,1100722.3528,662,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2020,8,2013,2020,8,NA,NA,NA,NA,NA,NA,2013,2020,8,2013,2020,8
"OW426","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Spider Lake Rd. Shallow)",484121.6764,1100722.3528,662,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW427","Active","West Coast Region","Regional District of Nanaimo","Qualicum","Qualicum (Cochrane Rd. Shallow)",487415.9818,1096891.1648,NA,NA,NA,NA,TRUE,2013,2022,10,2014,2022,9,NA,NA,NA,NA,NA,NA,2013,2022,10,2014,2022,9
"OW428","Active","West Coast Region","Cowichan Valley Regional District","Cowichan","Cowichan (Skultz Falls Rd Deep)",421533.5056,1150115.6199,NA,NA,NA,NA,TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW429","Active","West Coast Region","Cowichan Valley Regional District","Cowichan","Cowichan (Skultz Falls Rd Shallow)",421532.9422,1150115.3416,178,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW430","Active","West Coast Region","Cowichan Valley Regional District","Cowichan","Cowichan (Mclay Rd Deep)",418191.3545,1167450.8437,198,"5a","Sedimentary","Not Likely",TRUE,2013,2021,9,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2021,9,2013,2022,10
"OW431","Active","West Coast Region","Cowichan Valley Regional District","Cowichan","Cowichan (Mclay Rd Shallow)",418191.907,1167450.7523,199,"4b","Confined sand and gravel","Not Likely",TRUE,2013,2021,9,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2021,9,2013,2022,10
"OW432","Active","West Coast Region","Regional District of Nanaimo","Yellowpoint","Yellowpoint (Quennell Rd.)",451591.819,1160242.3172,162,"5a","Sedimentary","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW435","Active","West Coast Region","Regional District of Nanaimo","South Wellington","South Wellington (S.Wellington Rd)",455679.6572,1154339.2946,165,"5a","Sedimentary","Not Likely",TRUE,2013,2022,10,2013,2022,10,NA,NA,NA,NA,NA,NA,2013,2022,10,2013,2022,10
"OW442","Active","South Natural Resource Area","Central Okanagan","Kelowna","Kelowna (4660 Black Rd)",570625.33,1475456.2298,464,"4b","Confined sand and gravel","Not Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
"OW413","Active","South Natural Resource Area","Central Okanagan","SE Kelowna","SE Kelowna (Bemrose Rd)",559964.1958,1474079.6111,464,"4b","Confined sand and gravel","Not Likely",TRUE,2014,2022,9,2014,2022,9,NA,NA,NA,NA,NA,NA,2014,2022,9,2014,2022,9
